INSTNM,Latitude,Longitude,ZIP,,,
Angelina College,31.28738022,-94.73390198,75902-1768,,,
Pennco Tech-Bristol,40.0980072,-74.87123871,19007,,,
Empire Beauty School-Brooklyn,40.69252777,-73.99099731,11214,,,
Toni & Guy Hairdressing Academy-Cranston,41.77896118,-71.43580627,2920,,,
Merkaz Bnos-Business School,41.69701004,-86.23577118,11214,,,
Pima Medical Institute-Dillon,45.21469116,-112.6346054,59725,,,
Moraine Park Technical College,43.78532791,-88.42171478,54936-1940,,,
Bonnie Joseph Academy of Cosmetology & Barbering,45.68059158,-111.0398789,84032-2044,,,
Faris Technical Institute Inc,48.85689545,2.35084867,77627-3829,,,
La James International College-Ft Dodge,42.5011673,-94.16938782,50501,,,
Trinity College of Florida,28.19483757,-82.67830658,34655-4401,,,
Brown Mackie College-Birmingham,33.46782684,-86.82832336,35209-4701,,,
Continental School of Beauty Culture-Batavia,42.08446884,-78.42823792,14020,,,
Livingstone College,35.67077637,-80.48480988,28144,,,
Texas A&M University-Central Texas,31.05279922,-97.77390289,76549,,,
Keune Academy by 124,51.71759796,14.66234684,30043,,,
Ventura Adult and Continuing Education,34.28083038,-119.2931061,93003-0000,,,
Arizona Summit Law School,33.44854355,-112.0732117,85004,,,
Universal Spa Training Academy - Tyler's Beauty and Spa Academy,32.35076141,-95.30064392,342000000,,,
Cecil College - Elkton Station,39.60656357,-75.83308411,21921-5535,,,
Paul Mitchell the School-Costa Mesa,33.66385651,-117.9047623,92626,,,
New England College of Optometry,42.35178757,-71.08677673,2115,,,
The Wright Institute,37.8683815,-122.2531662,94704-1796,,,
Covenant Theological Seminary,38.64286804,-90.45163727,63141-8609,,,
Luther Seminary,44.98472214,-93.19638824,55108-1496,,,
Geisinger Commonwealth School of Medicine,41.41312027,-75.6558609,18509,,,
Red River Technology Center,34.49139023,-97.99028015,73533,,,
Center for Advanced Studies On Puerto Rico and the Caribbean,18.46670151,-66.11876678,901,,,
Pacific Northwest University of Health Sciences,46.60549927,-120.456398,98901,,,
Morehouse School of Medicine,33.74300003,-84.41200256,30310,,,
SANS Technology Institute,-0.2934083,36.01538086,20852,,,
Wesley Theological Seminary,38.93980026,-77.09010315,20016-5690,,,
The Chicago School of Professional Psychology at Anaheim,33.83449173,-117.9156418,92806,,,
Albany Law School,42.65137863,-73.77727509,12208,,,
Princeton Theological Seminary,40.34444427,-74.66444397,08542-0803,,,
East Central University,34.77280426,-96.66204071,74820-6999,,,
Midwives College of Utah,40.71222305,-111.8569412,84106,,,
The Salter School-Malden Campus,42.42649841,-71.07354736,2148,,,
Culinary Tech Center,39.62891388,-104.8901749,10601,,,
Empire Beauty School-Bloomfield,40.80912781,-74.18715668,7003,,,
National Career Institute - Jersey City Branch,32.10231018,76.5343399,73064300,,,
Marinello School of Beauty-Torrington,41.81218719,-73.10157013,6790,,,
Marinello School of Beauty-Concord,39.47710419,-119.7858353,94520,,,
Glenville State University,38.93489075,-80.83325195,26351-1292,,,
Aveda Institute-Tucson,32.22187805,-110.9712219,85701,,,
Long Island Business Institute,40.80783844,-73.25818634,11354-5577,,,
Judson College,32.63025665,-87.31394958,36756,,,
Brown Mackie College-Kansas City,38.95284653,-94.73432159,66215,,,
Empire Beauty School-Aurora,39.71293259,-104.8193588,80017,,,
PJ's College of Cosmetology-Richmond,37.54076004,-77.43392944,47374,,,
Empire Beauty School-Pottsville,40.6815567,-76.20470428,17901,,,
Center for the Healing Arts,53.58092117,-0.15972264,08043-1911,,,
New England College of Business and Finance,43.17577362,-71.82500458,2110,,,
Seminole State College,28.7449646,-81.30547333,74868-1901,,,
University of Phoenix-Puerto Rico,33.41167831,-111.9835663,00968-3028,,,
Moler Barber College,37.82665634,-122.2652206,94609-2419,,,
Ponce Health Sciences University-East,17.9934063,-66.61978149,00731-0000,,,
Coastal Carolina Community College,34.77225494,-77.38483429,28546-6816,,,
Norco College,33.91390228,-117.5694962,92860,,,
College of Massage Therapy,53.8672001,-1.6888355,83221,,,
Barrett and Company School of Hair Design,45.90990829,-95.89279938,40356-2152,,,
Empire Beauty School-Chandler,34.15966415,-118.1631546,85224,,,
Bellus Academy,32.95665359,-117.0427094,66502-2838,,,
Waubonsee Community College,41.7964592,-88.45819855,60554-9454,,,
Fortis Institute-Lawrenceville,33.95500183,-83.9882431,8648,,,
Barton County Community College,39.06183624,-96.78302002,67530,,,
Forrest College,34.49932861,-82.64282227,29624-2405,,,
Sonoran Desert Institute,32.35855484,-112.7865524,85281,,,
Ross Medical Education Center-Niles,43.46947098,-83.96798706,44446-4810,,,
ECPI University-Greenville,38.89481354,-89.40901184,296000000,,,
Highline College,47.3882637,-122.3025131,98198-9800,,,
Idaho College of Osteopathic Medicine,43.59460068,-116.376503,83642,,,
James A. Rhodes State College,40.73846054,-84.02616119,45804,,,
Aveda Institute Portland-Vancouver Campus,49.26356506,-123.1385727,98661-7264,,,
Lincoln College,49.69914627,-112.8233795,62656,,,
Cortiva Institute-Tucson,32.22187805,-110.9712219,85710,,,
Unitech Training Academy-Alexandria,38.80466461,-77.04361725,71301,,,
Flagler Technical College,29.46648026,-81.26410675,32164,,,
Erikson Institute,41.89065552,-87.6322403,60654-4510,,,
Pentecostal Theological Seminary,35.16257858,-84.86859894,37311-3330,,,
Regency Beauty Institute-Grand Rapids,42.96546173,-85.67017365,49544,,,
Williams Baptist University,36.12498856,-90.93958282,72476,,,
Marinello School of Beauty-Murrieta,33.55975342,-117.2207794,92563,,,
Marinello School of Beauty-Layton,40.7717031,-111.9196809,84041,,,
Marinello School of Beauty-Bell,39.47710419,-119.7858353,90201,,,
Marinello School of Beauty-Napa,38.29724121,-122.2894058,94559,,,
University of the Virgin Islands-Albert A. Sheen,38.0745939,-78.49100356,850,,,
Acupuncture and Massage College,25.68000031,-80.36000061,33176,,,
Career Academy of Hair Design - Fort Smith,35.38663483,-94.42435455,72901-7814,,,
Career Academy of Hair Design-Siloam Springs,36.18854523,-94.54138184,72761-4217,,,
Career Academy of Hair Design-Fayetteville,35.05441666,-78.88365936,72701-4217,,,
Paul Mitchell the School-Fayetteville,29.90581894,-96.68200684,28303-5364,,,
Midwest Institute,43.40962982,-106.2764282,63026,,,
Florida Career College-Houston,26.16856766,-80.20303345,77090-1111,,,
Regency Beauty Institute-Avon,56.0184735,-3.7462568,46214,,,
Ross Medical Education Center-New Baltimore,43.46947098,-83.96798706,48047-1581,,,
Michael's School of Hair Design & Esthetics,46.25918961,-63.14972687,3110,,,
Jones College-Jacksonville,30.32867622,-81.6102829,32211,,,
Taylor Business Institute,41.87969589,-87.63605499,60601,,,
California Intercontinental University,33.97690201,-118.4216385,92614,,,
Regency Beauty Institute-Charlotte,35.2237854,-80.84114075,28273,,,
Hair Professionals Career College,23.23106766,77.45066071,60465,,,
California Healing Arts College,37.25466919,-119.6172714,90746-7323,,,
Suncoast Technical College,27.28604698,-82.50075531,34233-1798,,,
Strayer University-District of Columbia,38.94338989,-77.06320953,20005,,,
Southern States University,33.71963501,-117.7981796,92110,,,
South Plains College,33.57624435,-102.3676453,79336,,,
MCI,39.30327225,-94.7095871,78501-2702,,,
McDougle Technical Institute,38.38342285,-81.76409912,33062-1000,,,
Marion Technical College,40.57899857,-83.08940125,34471-3172,,,
Sherman College of Chiropractic,35.01399994,-81.98600006,29316,,,
Garrett-Evangelical Theological Seminary,42.05619812,-87.67549896,60201-3298,,,
Polytech Adult Education,33.30294418,-81.02320862,19980-0000,,,
Divine Mercy University,38.85583496,-77.05157471,20166,,,
Western Theological Seminary,42.7859993,-86.10299683,49423-3622,,,
Hebrew Union College-Jewish Institute of Religion,34.02616501,-118.2821198,10012-1186,,,
Claremont School of Theology,34.10858154,-117.7162399,91711-3199,,,
Five Branches University,36.96429825,-121.9981003,95062,,,
South Dade Technical College-South Dade Skills Center Campus,42.62407303,-82.95809174,33033-1412,,,
Massachusetts School of Law,42.75986862,-71.14746094,1810,,,
Tricoci University of Beauty Culture-Bridgeview,41.75513458,-87.80485535,60455,,,
UEI College-Mesa,32.80456924,-117.1686707,85202,,,
Lake Forest Graduate School of Management,42.07387161,-88.06180573,60045,,,
Advance Beauty College,34.1102829,-117.2852554,92843,,,
New York Theological Seminary,40.81093979,-73.96401978,10115-0083,,,
Grace School of Theology,42.57926941,-111.7304001,77384-4894,,,
Western Michigan University Homer Stryker M.D. School of Medicine,42.28968811,-85.579216,49007,,,
California University of Science and Medicine,34.06998444,-117.348938,92324-1603,,,
Vermont College of Fine Arts,44.25563049,-72.56723785,5602,,,
Iliff School of Theology,39.67594528,-104.9605637,80210-4798,,,
J F Ingram State Technical College,32.58198547,-86.39199829,36022,,,
Asian-American International Beauty College,34.1102829,-117.2852554,92683,,,
Ann Webb Skin Institute,38.52737427,-90.36289978,78759-3936,,,
Gratz College,40.06728363,-75.13298798,19027-3010,,,
Kairos University,43.16220093,12.38416004,57105,,,
Los Angeles ORT College-Van Nuys Campus,34.18465042,-118.4465256,91411,,,
Baptist Bible College,37.23972702,-93.28536987,65803-3498,,,
College of the Ozarks,36.61813354,-93.23816681,65726-0017,,,
Principia College,38.9555397,-90.34719086,62028-9799,,,
Academy for Nursing and Health Occupations,26.70646858,-80.12123108,33417,,,
City Colleges of Chicago-Malcolm X College,41.87805939,-87.67527771,60612-3197,,,
Empire Beauty School-Cherry Hill,32.23469925,-80.69120026,8002,,,
American National University-Willoughby Hills,41.60387039,-81.4164505,44092-2794,,,
Empire Beauty School-Morrow,33.58330917,-84.34145355,30260,,,
Empire Beauty School-Stone Park,41.90203476,-87.88438416,60165-1010,,,
Berkeley City College,37.86982727,-122.2696991,94704,,,
Northshore Technical Community College,30.51252747,-90.42494202,70445,,,
University of Phoenix-Ohio,40.04279709,-84.20789337,44122-7343,,,
Madison Media Institute,43.05878448,-89.29425049,53718,,,
Alaska Career College,61.18143845,-149.8569031,99507-1033,,,
Aveda Institute-Boise,43.61579132,-116.2015762,83704-4406,,,
Empire Beauty School-Lakeland,28.04415512,-81.94896698,33809-0514,,,
InterCoast Colleges-Roseville,38.72333145,-121.2930908,92678,,,
Lindsey Wilson College,37.10241699,-85.29945374,42728-1223,,,
Empire Beauty School-Michigan,44.87479782,-85.73097992,49544,,,
New Professions Technical Institute,25.77151871,-80.26186371,33134,,,
Continental School of Beauty Culture-Mattydale,43.09781647,-76.14447021,13211-1003,,,
Ozark Christian College,37.10160065,-94.51249695,64801,,,
Skyline College-Roanoke,37.29707336,-80.05547333,24012,,,
Ross Medical Education Center-Taylor,42.19784164,-83.25180054,48180-6016,,,
Holistic Massage Training Institute,38.38342285,-81.76409912,21218,,,
TIGI Hairdressing Academy Guilford,51.23887253,-0.57436341,6437,,,
North Central Kansas Technical College,39.48308563,-98.1101532,67420,,,
International Technical College,33.5451889,-80.82971191,00918-3325,,,
Georgia Military College,33.07885742,-83.22319794,31061,,,
D'Jay's Institute of Cosmetology and Esthiology,44.94801712,-72.43802643,70815,,,
Cincinnati State Technical and Community College,39.14989853,-84.53661346,45223-2690,,,
Sh'or Yoshuv Rabbinical College,40.60508347,-73.73997498,11559-1714,,,
Central Carolina Community College,35.7232132,-79.18987274,27330-9840,,,
Purdue University Global-Augusta,33.47249222,-81.96439362,4330,,,
Regency Beauty Institute-Dayton,39.76098251,-84.19219971,45459,,,
Empire Beauty School-Lebanon,37.45777893,-108.5913925,17042,,,
American Film Institute Conservatory,34.10763931,-118.3100281,90027-1625,,,
Concordia Theological Seminary,41.13845062,-85.11087036,46825-4996,,,
California Miramar University,32.77921677,-117.1180496,92108-1739,,,
Catholic Theological Union at Chicago,41.79754257,-87.58426666,60615-5698,,,
Chicago Theological Seminary,41.78982925,-87.59757996,60637,,,
Adler Graduate School,44.86582947,-93.25193787,55343,,,
Empire Beauty School-Richmond,54.39681499,-1.61490017,23294,,,
International Training Careers,34.10102081,-117.2694168,33155,,,
Pinnacle Institute of Cosmetology,35.59671783,-80.81697845,28115,,,
Boise Bible College,43.65772247,-116.2904358,83714-1220,,,
ZMS The Academy,51.58133882,0.41883084,90033-4231,,,
National Personal Training Institute of Cleveland,41.50514221,-81.69145966,44143,,,
Marinello School of Beauty-Henderson,36.03409576,-114.9844513,89014,,,
Marinello School of Beauty-Hayward,37.67211151,-122.0839615,94541,,,
Design's School of Cosmetology,46.25918961,-63.14972687,946000000,,,
Marinello School of Beauty-Redding,40.57463837,-122.3810883,96001,,,
Aveda Institute Rochester,43.15570831,-77.61254883,559000000,,,
PJ's College of Cosmetology- Indianapolis,39.76845169,-86.15621185,462000000,,,
Wentworth Military Academy and College,41.39300156,-73.95800018,64067-1799,,,
WellSpring School of Allied Health-Wichita,37.68602371,-97.33557129,67209,,,
Sentara College of Health Sciences,36.7768898,-76.24219513,23320,,,
The Seattle School of Theology & Psychology,47.61331558,-122.3509522,98121,,,
Interdenominational Theological Center,33.75324631,-84.40916443,30314-4143,,,
Northern Baptist Theological Seminary,41.80894852,-88.05654907,60532-1348,,,
Northeast Technology Center-Afton,36.3088913,-95.42610931,74331,,,
University of East-West Medicine,37.38645935,-121.9969177,94085-3922,,,
Richmont Graduate University,33.86300659,-84.44120026,37404,,,
Memphis Theological Seminary,35.1329155,-89.98285675,38104,,,
Access Careers,40.68946075,-73.98410797,11550-0000,,,
Cameo College of Essential Beauty,40.64567184,-111.8878174,84107,,,
Claremont Lincoln University,34.09420395,-117.716095,91711-4744,,,
Phillips Graduate University,34.16952133,-118.5012283,91311,,,
California Health Sciences University,36.82889938,-119.7006989,93612,,,
Phoenix Seminary,33.48080063,-111.9901657,85260,,,
Pontotoc Technology Center,34.74805832,-96.6838913,74820,,,
Calvin Theological Seminary,42.92758179,-85.58664703,49546-4387,,,
Tricoci University of Beauty Culture-Indianapolis,39.76845169,-86.15621185,46256,,,
Ave Maria School of Law,26.24190712,-81.73165894,34119,,,
University of Saint Mary of the Lake,42.28163147,-88.00022125,60060-1174,,,
Kiamichi Technology Center-Poteau,35.05346298,-94.62404633,74953,,,
Northeast Technology Center-Pryor,36.3088913,-95.42610931,74361,,,
Infinity College,30.21285629,-92.00790405,70501-8833,,,
Central Technology Center,40.17158127,-80.23858643,74030,,,
Northwest Technology Center-Alva,36.78682327,-98.67579651,73717,,,
Branford Academy of Hair and Cosmetology,41.27980042,-72.81404114,6405,,,
Clovis Community College,34.40219879,-103.1668015,93730,,,
Pickaway Ross Joint Vocational School District,39.51167297,-82.87653351,45601-1038,,,
Universal College of Beauty Inc-Los Angeles 2,34.05223846,-118.2433472,90008,,,
Sacred Heart Major Seminary,42.3741684,-83.11138916,48206-1799,,,
Oregon Coast Community College,44.60300064,-124.0469971,97366,,,
Raritan Valley Community College,40.61170578,-74.68868256,8876,,,
Delta School of Business and Technology,42.78288651,-96.92719269,70601,,,
Bryant & Stratton College-Online,43.03937149,-87.91516113,14127,,,
CUNY Medgar Evers College,40.66641998,-73.95805359,11225,,,
Lowell Academy Hairstyling Institute,42.64349365,-71.3083725,01852-1909,,,
Lakeland Community College,41.63822556,-81.3650589,44094-5198,,,
Westwood College-South Bay,43.64244592,-83.93372102,90502,,,
Capri Institute of Hair Design-Clifton,40.86541748,-74.16099548,7011,,,
Patrick Henry College,39.14030075,-77.69060516,20132,,,
Associated Beth Rivkah Schools,48.71083069,2.49940395,11225-0000,,,
